a,b,c,pos,vel,acc
183298.07108324338,379269019.0732238,14384498.882876629,"(0.0, 1279.703212117758, 4055.005557470532)","(0.0, 16280.407333199426, 117235.41392106336)","(0.0, 4081.4483399850233, 178451.64185771288)"
183298.07108324338,379269019.0732238,42813323.98719387,"(0.0, 1281.3294626068323, 4059.012501421706)","(0.0, 16462.070749286093, 117931.24374233122)","(0.0, 6270.535571895034, 236160.96275193436)"
183298.07108324338,379269019.0732238,127427498.57031322,"(0.0, 1282.2572222169813, 4065.8034733673776)","(0.0, 16808.418814805307, 119134.33316510718)","(0.0, 10067.633740075318, 314156.3983024268)"
183298.07108324338,379269019.0732238,379269019.0732238,"(0.0, 1287.2038246567517, 4077.1683635277855)","(0.0, 17431.87309441759, 121216.7517987628)","(0.0, 16551.50862126975, 421470.4422614818)"
183298.07108324338,379269019.0732238,1128837891.6846883,"(0.0, 1301.5940442267076, 4095.7859819329647)","(0.0, 18484.51459938736, 124824.670517762)","(0.0, 27727.3368160396, 573049.6425446244)"
183298.07108324338,379269019.0732238,3359818286.2837744,"(0.0, 1319.8506099182355, 4125.2262331325555)","(0.0, 20118.631661677922, 131073.37357420873)","(0.0, 47641.49917589154, 794782.0783655761)"
183298.07108324338,379269019.0732238,10000000000.0,"(0.0, 1344.1038067252853, 4169.233321977841)","(0.0, 22861.80636707107, 141848.46876763244)","(0.0, 80483.69955633556, 1132569.3329930068)"
183298.07108324338,1128837891.6846883,10.0,"(0.0, 1368.4820127447697, 4261.847566815817)","(0.0, 22493.237832165556, 180775.484817584)","(38.5, 2370.4185786604685, 2913.859528809781)"
183298.07108324338,1128837891.6846883,29.76351441631318,"(0.0, 1368.48201864377, 4261.847575895608)","(0.0, 22493.237962905285, 180775.48807779737)","(38.0, 2370.406907620989, 2956.545410912621)"
183298.07108324338,1128837891.6846883,88.58667904100822,"(0.0, 1368.4820362000137, 4261.8476028522655)","(0.0, 22493.23835203568, 180775.49778113503)","(36.583333333333336, 2370.372178117268, 3079.8887737761775)"
183298.07108324338,1128837891.6846883,263.6650898730358,"(0.0, 1368.4820884424848, 4261.847683146641)","(0.0, 22493.23951025147, 180775.5265876752)","(33.83333333333333, 2370.268878314271, 3421.0347391040114)"
183298.07108324338,1128837891.6846883,784.7599703514607,"(0.0, 1368.4822438363392, 4261.847921487548)","(0.0, 22493.242957747323, 180775.61216722755)","(28.333333333333332, 2369.9620183421057, 4276.281403287539)"
183298.07108324338,1128837891.6846883,2335.7214690901214,"(0.0, 1368.4827054760403, 4261.848627519485)","(0.0, 22493.253220818508, 180775.8669572805)","(21.75, 2369.0539646282236, 6155.1659977292875)"
183298.07108324338,1128837891.6846883,6951.927961775606,"(0.0, 1368.4840718498326, 4261.850729066806)","(0.0, 22493.283785983956, 180776.6221712117)","(15.333333333333332, 2365.000105605436, 9804.42442519081)"
183298.07108324338,1128837891.6846883,20691.3808111479,"(0.0, 1368.4880724374254, 4261.856953922438)","(0.0, 22493.374922641236, 180778.8610410244)","(8.666666666666668, 2350.4698303152218, 16390.283836907038)"
183298.07108324338,1128837891.6846883,61584.82110660255,"(0.0, 1368.4994265634919, 4261.875219640943)","(0.0, 22493.647596066963, 180785.43065916753)","(3.5000000000000004, 2332.279603440846, 27836.80612784235)"
183298.07108324338,1128837891.6846883,183298.07108324338,"(0.0, 1368.5290676730885, 4261.927389138615)","(0.0, 22496.058480730684, 180804.19495828054)","(2.666666666666667, 2286.9351194207466, 47128.34849708252)"
183298.07108324338,1128837891.6846883,545559.4781168514,"(0.0, 1368.5931661641814, 4262.0659594109875)","(0.0, 22512.68554430022, 180854.0409171087)","(1.9166666666666665, 2217.81737373119, 77875.6632861456)"
183298.07108324338,1128837891.6846883,1623776.739188721,"(0.0, 1368.6975617624325, 4262.378395966445)","(0.0, 22523.43441201059, 180966.47482739965)","(0.6666666666666667, 2261.854832387927, 121431.05257499509)"
183298.07108324338,1128837891.6846883,4832930.238571752,"(0.0, 1368.8430037461549, 4262.93011045226)","(0.0, 22550.22056595181, 181165.3134249947)","(0.08333333333333334, 2597.4986103882447, 173630.99216746452)"
183298.07108324338,1128837891.6846883,14384498.882876629,"(0.0, 1369.067482038076, 4263.783806852143)","(0.0, 22611.19000214721, 181474.17730518087)","(0.0, 3485.775438957444, 232885.57682026594)"
183298.07108324338,1128837891.6846883,42813323.98719387,"(0.0, 1369.4568400331514, 4265.185544229646)","(0.0, 22726.17701025809, 181984.65139668237)","(0.0, 5258.912143045654, 307401.4496469174)"
183298.07108324338,1128837891.6846883,127427498.57031322,"(0.0, 1370.2118656985003, 4267.575561270794)","(0.0, 22935.98499476936, 182864.28472151438)","(0.0, 8428.297321726144, 406382.120625466)"
183298.07108324338,1128837891.6846883,379269019.0732238,"(0.0, 1371.6577115378827, 4271.63842584587)","(0.0, 23324.991688318583, 184386.7542206058)","(0.0, 13657.495295428598, 539651.569702448)"
183298.07108324338,1128837891.6846883,1128837891.6846883,"(0.0, 1374.445667542097, 4278.4724424313345)","(0.0, 24001.355011520653, 187027.22005216262)","(0.0, 22617.95634394497, 721964.9750248172)"
183298.07108324338,1128837891.6846883,3359818286.2837744,"(0.0, 1379.6712680605976, 4289.762145274734)","(0.0, 25075.099851168026, 191619.8242680401)","(0.0, 38511.65145450702, 977416.3411772056)"
183298.07108324338,1128837891.6846883,10000000000.0,"(0.0, 1387.706622315247, 4307.854256421449)","(0.0, 27043.761822657463, 199635.50067701816)","(0.0, 66450.26063179887, 1347454.931286908)"
183298.07108324338,3359818286.2837744,10.0,"(0.0, 1424.9951386057273, 4421.824278496915)","(0.0, 30022.651715973094, 288983.66015746037)","(37.083333333333336, 2340.8872692559344, 2990.038855413015)"
183298.07108324338,3359818286.2837744,29.76351441631318,"(0.0, 1424.9951387184424, 4421.8242800485505)","(0.0, 30022.65216989926, 288983.6616593271)","(36.666666666666664, 2340.8768220488105, 3031.6658120718807)"
183298.07108324338,3359818286.2837744,88.58667904100822,"(0.0, 1424.9951390539177, 4421.824284666729)","(0.0, 30022.653520924752, 288983.6661181839)","(35.583333333333336, 2340.8457283176413, 3152.1125759299093)"
183298.07108324338,3359818286.2837744,263.6650898730358,"(0.0, 1424.9951400523764, 4421.824298342841)","(0.0, 30022.657541888984, 288983.67940019496)","(33.0, 2340.7531897876256, 3486.3251479034366)"
183298.07108324338,3359818286.2837744,784.7599703514607,"(0.0, 1424.995143023894, 4421.8243391140895)","(0.0, 30022.669508253093, 288983.7189296791)","(27.916666666666668, 2340.477827620597, 4329.085731733923)"
183298.07108324338,3359818286.2837744,2335.7214690901214,"(0.0, 1424.995151865929, 4421.82446044127)","(0.0, 30022.70511162033, 288983.83626621927)","(21.583333333333332, 2339.827847282095, 6193.362438094304)"
183298.07108324338,3359818286.2837744,6951.927961775606,"(0.0, 1424.9951781630525, 4421.824820447993)","(0.0, 30022.810967062385, 288984.18560548476)","(15.333333333333332, 2339.288514440196, 9834.24101435468)"
183298.07108324338,3359818286.2837744,20691.3808111479,"(0.0, 1424.9952562568874, 4421.825891120605)","(0.0, 30023.12503569299, 288985.2236733475)","(8.583333333333334, 2339.3595010847885, 16435.17187402537)"
183298.07108324338,3359818286.2837744,61584.82110660255,"(0.0, 1424.9954871463372, 4421.829062478849)","(0.0, 30024.051107844938, 288988.29846343223)","(3.5000000000000004, 2336.5295571851184, 27995.488124948002)"
183298.07108324338,3359818286.2837744,183298.07108324338,"(0.0, 1424.9961609447605, 4421.838368165267)","(0.0, 30026.732897692298, 288997.32086198265)","(2.666666666666667, 2311.0358102846953, 47864.18504591595)"
183298.07108324338,3359818286.2837744,545559.4781168514,"(0.0, 1424.9980545436213, 4421.8649457873735)","(0.0, 30034.116473007838, 289023.09005435754)","(1.9166666666666665, 2272.847241843331, 81218.60814412491)"
183298.07108324338,3359818286.2837744,1623776.739188721,"(0.0, 1425.002854026299, 4421.935535186491)","(0.0, 30046.52595546074, 289091.53856561973)","(0.6666666666666667, 2236.700253967294, 134303.6834801704)"
183298.07108324338,3359818286.2837744,4832930.238571752,"(0.0, 1425.0123634815263, 4422.09467533276)","(0.0, 30073.83631260634, 289245.9085609099)","(0.08333333333333334, 2366.686342986155, 209449.87996980007)"
183298.07108324338,3359818286.2837744,14384498.882876629,"(0.0, 1425.0248888914211, 4422.375685706764)","(0.0, 30124.87626724058, 289518.86557580705)","(0.0, 2866.0519104713057, 299457.22100793396)"
183298.07108324338,3359818286.2837744,42813323.98719387,"(0.0, 1425.0419462174675, 4422.810680628101)","(0.0, 30204.55918008906, 289942.87404924387)","(0.0, 4231.930720450038, 401559.534340649)"
183298.07108324338,3359818286.2837744,127427498.57031322,"(0.0, 1425.3345495691892, 4423.525516168316)","(0.0, 30306.676032548035, 290643.8015756623)","(0.0, 6656.469977913628, 529840.7241576477)"
183298.07108324338,3359818286.2837744,379269019.0732238,"(0.0, 1425.9338299620335, 4424.745938307238)","(0.0, 30534.943418438, 291852.02993913926)","(0.0, 10779.735856878891, 699988.7141057969)"
183298.07108324338,3359818286.2837744,1128837891.6846883,"(0.0, 1426.755585239968, 4426.825185918853)","(0.0, 30957.979131298038, 293944.54721587966)","(0.0, 17707.491627693627, 928536.2677586857)"
183298.07108324338,3359818286.2837744,3359818286.2837744,"(0.0, 1428.0936085654726, 4430.335813739683)","(0.0, 31723.3328738874, 297578.1161423381)","(0.0, 29808.379283602335, 1240044.2700671365)"
183298.07108324338,3359818286.2837744,10000000000.0,"(0.0, 1431.3517763479713, 4436.171875289779)","(0.0, 32950.80623278856, 303913.7708801434)","(0.0, 51380.87922774016, 1674219.1773303007)"
183298.07108324338,10000000000.0,10.0,"(0.0, 1471.1364887232803, 4519.096151124828)","(0.0, 36247.95933961359, 476111.09419298643)","(36.5, 2318.041118475051, 3036.896993273641)"
183298.07108324338,10000000000.0,29.76351441631318,"(0.0, 1471.136488880479, 4519.096151349343)","(0.0, 36247.95959052359, 476111.0949513751)","(36.083333333333336, 2318.0395924092227, 3077.8272626634034)"
183298.07108324338,10000000000.0,88.58667904100822,"(0.0, 1471.1364893483553, 4519.0961520175915)","(0.0, 36247.960337314056, 476111.0972086011)","(35.083333333333336, 2318.035050334948, 3196.647833471927)"
183298.07108324338,10000000000.0,263.6650898730358,"(0.0, 1471.136490740892, 4519.09615400152)","(0.0, 36247.96255997272, 476111.10391000524)","(32.5, 2318.0215318263636, 3526.6869847753146)"
183298.07108324338,10000000000.0,784.7599703514607,"(0.0, 1471.1364948853534, 4519.096159911257)","(0.0, 36247.96917492415, 476111.1238721644)","(27.666666666666668, 2317.9812986578922, 4361.793149716)"
183298.07108324338,10000000000.0,2335.7214690901214,"(0.0, 1471.1365072188455, 4519.096177455362)","(0.0, 36247.988859252975, 476111.1832828837)","(21.583333333333332, 2317.8615742068832, 6216.747913662317)"
183298.07108324338,10000000000.0,6951.927961775606,"(0.0, 1471.1365439109013, 4519.09622970744)","(0.0, 36248.047410517654, 476111.35963346926)","(15.25, 2317.5054411630526, 9850.95684961985)"
183298.07108324338,10000000000.0,20691.3808111479,"(0.0, 1471.1366529712723, 4519.0963851429315)","(0.0, 36248.2213595963, 476111.88467177085)","(8.583333333333334, 2316.9636777545243, 16454.358229869664)"
183298.07108324338,10000000000.0,61584.82110660255,"(0.0, 1471.1369762677468, 4519.096847021647)","(0.0, 36248.73627774787, 476113.4448315728)","(3.5000000000000004, 2315.8658776184275, 28051.9951551647)"
183298.07108324338,10000000000.0,183298.07108324338,"(0.0, 1471.1379271107858, 4519.098215115677)","(0.0, 36250.24442721132, 476118.0660668814)","(2.666666666666667, 2310.512225967571, 48123.203453636255)"
183298.07108324338,10000000000.0,545559.4781168514,"(0.0, 1471.1406603106664, 4519.102229484477)","(0.0, 36254.52951079654, 476131.62615448283)","(1.9166666666666665, 2295.401027586622, 82476.52803808253)"
183298.07108324338,10000000000.0,1623776.739188721,"(0.0, 1471.1480345150014, 4519.113694642106)","(0.0, 36270.830384210334, 476170.3550681013)","(0.6666666666666667, 2248.9640088777433, 140064.43036325235)"
183298.07108324338,10000000000.0,4832930.238571752,"(0.0, 1471.1651000105458, 4519.144144946328)","(0.0, 36304.80328047756, 476273.2237835474)","(0.08333333333333334, 2248.4939541457506, 231669.8343063074)"
183298.07108324338,10000000000.0,14384498.882876629,"(0.0, 1471.195576943981, 4519.212790895041)","(0.0, 36342.73712458459, 476505.20503647334)","(0.0, 2440.9255189449696, 361308.32169798994)"
183298.07108324338,10000000000.0,42813323.98719387,"(0.0, 1471.2437188363378, 4519.334010688467)","(0.0, 36388.693277081606, 476915.36963993835)","(0.0, 3151.7691982563083, 516541.8003455405)"
183298.07108324338,10000000000.0,127427498.57031322,"(0.0, 1471.3367012232243, 4519.521709780474)","(0.0, 36473.921476727366, 477552.5472146913)","(0.0, 4850.321970661918, 692574.4700022449)"
183298.07108324338,10000000000.0,379269019.0732238,"(0.0, 1471.5250200922046, 4519.830330330809)","(0.0, 36617.52972563132, 478606.0222882896)","(0.0, 7903.999930129972, 913633.1629580724)"
183298.07108324338,10000000000.0,1128837891.6846883,"(0.0, 1471.8807350231482, 4520.357695492454)","(0.0, 36883.767259728134, 480422.3911378415)","(0.0, 12860.417558550082, 1206606.2792440285)"
183298.07108324338,10000000000.0,3359818286.2837744,"(0.0, 1472.5159511235345, 4521.257517930967)","(0.0, 37359.175293783206, 483569.5153254228)","(0.0, 21049.06876087332, 1599630.0772104743)"
183298.07108324338,10000000000.0,10000000000.0,"(0.0, 1473.6974306748457, 4522.780649859339)","(0.0, 38159.01971052837, 489038.9532480164)","(0.0, 36241.580693332464, 2134241.2419582596)"
545559.4781168514,10.0,10.0,"(0.5833333333333334, 1284.7508743064077, 3303.9190560441325)","(95.66666666666667, 20039.92657142656, 4934.9509829054)","(99.91666666666667, 3495.210796464231, 302.2169528676594)"
545559.4781168514,10.0,29.76351441631318,"(0.08333333333333334, 1117.108561424067, 3305.2108239314002)","(91.75, 14312.760015888383, 5325.208707047342)","(99.91666666666667, 3493.908033593558, 456.6765099764986)"
545559.4781168514,10.0,88.58667904100822,"(0.08333333333333334, 1026.2597725180017, 3308.091232069295)","(76.5, 10162.479854764959, 6101.104930159618)","(99.91666666666667, 3504.306145622524, 687.3754414483496)"
545559.4781168514,10.0,263.6650898730358,"(0.0, 1005.0926333522038, 3311.921138590985)","(55.58333333333333, 8361.229417549159, 7002.720749205302)","(99.91666666666667, 3456.354388262573, 1035.6939852565893)"
545559.4781168514,10.0,784.7599703514607,"(0.0, 992.0414170676563, 3316.9381926939377)","(50.0, 7867.262249877958, 8044.223784349901)","(80.41666666666667, 3305.8101096088367, 1561.4492020358434)"
545559.4781168514,10.0,2335.7214690901214,"(0.0, 987.7935671346229, 3323.4916894449466)","(30.5, 7670.2703205589805, 9247.639322075505)","(64.58333333333334, 3177.985360006705, 2355.2692614886796)"
545559.4781168514,10.0,6951.927961775606,"(0.0, 979.863213334353, 3332.036623465172)","(21.0, 5618.200315739488, 10641.480914304466)","(44.83333333333333, 3036.1382095293566, 3554.9205296236614)"
545559.4781168514,10.0,20691.3808111479,"(0.0, 975.5696845911452, 3343.152196580514)","(13.583333333333334, 4198.480182633373, 12260.989754395476)","(32.916666666666664, 2680.575765914204, 5369.997549235611)"
545559.4781168514,10.0,61584.82110660255,"(0.0, 977.7429243551228, 3357.5675548476715)","(5.583333333333333, 2908.877299634725, 14150.385986683159)","(22.166666666666668, 2156.127629750951, 8120.322515017993)"
545559.4781168514,10.0,183298.07108324338,"(0.0, 978.3071454322946, 3376.187445218977)","(3.0833333333333335, 2001.8002555351977, 16366.191841796586)","(12.083333333333334, 1729.5533548021158, 12295.722639199277)"
545559.4781168514,10.0,545559.4781168514,"(0.0, 977.300104302154, 3400.1119418481976)","(2.166666666666667, 1953.4745011589416, 18982.05041336266)","(4.0, 1588.969929343935, 18649.760074907528)"
545559.4781168514,10.0,1623776.739188721,"(0.0, 981.034331761429, 3430.640987673926)","(1.0833333333333335, 2216.5962436103164, 22095.833741731098)","(0.9166666666666666, 2171.0645190638124, 28347.923942087273)"
545559.4781168514,10.0,4832930.238571752,"(0.0, 994.6659454939843, 3469.248422639386)","(0.0, 2726.845995757527, 25840.138345259635)","(0.08333333333333334, 3240.1839680340563, 43203.95145868863)"
545559.4781168514,10.0,14384498.882876629,"(0.0, 1023.0386714114582, 3517.503643700663)","(0.0, 3357.378954629434, 30397.77055104982)","(0.0, 5093.516830290477, 66059.94012918486)"
545559.4781168514,10.0,42813323.98719387,"(0.0, 1054.4589234347773, 3576.914422368897)","(0.0, 4274.2803310162035, 36024.48096587696)","(0.0, 7984.469962336549, 101402.69872507459)"
545559.4781168514,10.0,127427498.57031322,"(0.0, 1094.2160331743512, 3648.6679779803267)","(0.0, 5565.977316687353, 43082.11267882364)","(0.0, 12914.060629484064, 156370.41150975355)"
545559.4781168514,10.0,379269019.0732238,"(0.0, 1131.9729343742517, 3733.2684789343393)","(0.0, 7310.774902651574, 52086.77039246853)","(0.0, 20971.52629677025, 242407.46387143253)"
545559.4781168514,10.0,1128837891.6846883,"(0.0, 1183.717993808014, 3830.1148504001953)","(0.0, 9852.102155181961, 63779.511490794066)","(0.0, 34594.478403917325, 378002.26135241427)"
545559.4781168514,10.0,3359818286.2837744,"(0.0, 1236.97683335693, 3937.125778953549)","(0.0, 13151.280866606947, 79233.74578942303)","(0.0, 56849.786071823415, 593251.3824539633)"
